,pair_0,pair_1,min_dcor,p-value,condition
90,7,11,0.0,0.49895,"('9', '12', '14', '17')"
91,7,12,0.0,0.48675,"('6', '9', '14', '15', '17', 'T')"
92,7,13,0.00018,0.45255,"('4', '5', '6', '9', '10', '11')"
93,7,14,0.00068,0.55764,"('5', '6', '10', '13')"
94,7,15,0.0,0.50625,"('1', '2', '5', '14', '16', 'T')"
95,7,16,0.00206,0.62504,"('6', '9', '10', '11', '13')"
96,7,17,0.00542,0.29417,"('2', '6', '9', '10', 'T')"
97,7,T,0.00057,0.41036,"('2', '6', '10', '11', '13', '17')"
98,8,9,0.00194,0.38166,"('3', '5', '6', '7', '11', '13', '14', '15', '16', '17')"
99,8,10,0.0,0.49655,"('1', '3', '5', '14', '16', '17', 'T')"
100,8,11,0.00088,0.42046,"('2', '3', '6', '9', '10', '12', '14', '16', '17')"
101,8,12,0.0,0.48855,"('1', '4', '5', '6', '10', '11', '15', 'T')"
102,8,13,0.01092,0.77792,"('2', '6', '10', '14', '16', '17')"
103,8,14,0.05276,0.05169,"('3', '6', '11', '12', '15', '16')"
104,8,15,0.0,0.50225,"('3', '5', '9', '12', '16', '17')"
105,8,16,0.02161,0.14759,"('2', '5', '6', '14', '15', 'T')"
106,8,17,0.00616,0.28837,"('2', '6', '7', '9', '11', '14', '15', 'T')"
107,8,T,0.0,0.49505,"('2', '4', '5', '7', '10', '11', '14', '15', '16')"
108,9,10,0.0,0.48825,"('2', '5', '7', '8', '11', '12', '13', '15', '16', '17', 'T')"
109,9,11,0.0,0.49415,"('1', '3', '5', '10', '12', '15', '17', 'T')"
110,9,12,0.01446,0.19018,"('1', '3', '5', '7', '10', '11', '17')"
111,9,13,0.00324,0.33137,"('2', '6')"
112,9,14,0.0,0.46655,"('1', '4', '5', '7', '16', 'T')"
113,9,15,0.0,0.50645,"('3', '6', '7', '11', '13')"
114,9,16,0.00677,0.71203,"('7', '10', '11', '13', '17')"
115,9,17,0.10468,0.0092,"('3', '7', '12', '15', 'T')"
116,9,T,0.0,0.47405,"('3', '5', '7', '10', '13', '14', '17')"
117,10,11,0.0314,0.09969,"('3', '6', '7', '12', '15')"
