,pair_0,pair_1,min_dcor,p-value,condition
103,8,14,0.0,0.47115,"('3', '5', '7', '10', '11', '13', '15', 'T')"
104,8,15,0.01315,0.82082,"('1', '5', '16')"
105,8,16,0.0,0.49735,"('1', '3', '5', '11')"
106,8,17,0.01308,0.18338,"('1', '5', '6', '7', '11', '12')"
107,8,T,0.0,0.46995,"('1', '2', '5', '6', '10', '11')"
108,9,10,0.0,0.47815,"('1', '2', '4', '7', '11', '16', '17', 'T')"
109,9,11,0.00156,0.36976,"('3', '4', '15')"
110,9,12,0.0,0.48575,"('2', '7', '10', '11', '13', '16', 'T')"
111,9,13,0.0,0.47275,"('3', '5', '10', '11', '12', '14', '15')"
112,9,14,0.04541,0.05439,"('4', '10', '13', 'T')"
113,9,15,0.00256,0.31357,"('7', '11', '14', 'T')"
114,9,16,0.00407,0.68743,"('2', '10', '14', '15')"
115,9,17,0.0,0.47295,"('1', '6', '8', '10', '12', '13', '16')"
116,9,T,0.0,0.48105,"('2', '3', '4', '5', '6', '11', '12', '14')"
117,10,11,0.00062,0.55774,"('3', '4', '16', 'T')"
118,10,12,0.0061,0.23818,"('6', '7', '13', '14', '17', 'T')"
119,10,13,0.0065,0.23638,"('2', '12', '14')"
120,10,14,0.00815,0.20618,"('1', '6', '9', '12', '16', '17')"
121,10,15,0.0,0.45105,"('1', '2', '3', '6', '9', '17')"
122,10,16,0.00068,0.57954,"('3', '4', '5', '11')"
123,10,17,0.04966,0.0443,"('1', '7', '12', '14')"
124,10,T,0.00199,0.60984,"('1', '5', '6', '9', '14', '16', '17')"
125,11,12,0.0,0.49495,"('1', '5', '6', '10', '13', '14', '15', '16')"
126,11,13,0.0,0.48695,"('5', '10', '14')"
127,11,14,0.03076,0.93101,"('5', '6', '10')"
128,11,15,0.00059,0.40426,"('7', '13', '16', 'T')"
129,11,16,0.03912,0.06209,"('3', '4')"
130,11,17,0.0,0.48855,"('1', '3', '4', '5', '8', '9', '10', '16', 'T')"
131,11,T,0.0,0.48495,"('1', '2', '3', '7', '9', '12', '13', '15')"
132,12,13,0.00078,0.37936,"('3', '6', '7', '10', '14', 'T')"
133,12,14,5e-05,0.44516,"('1', '3', '4', '6', '9', '10', '13', '15', '16', '17', 'T')"
134,12,15,0.00036,0.41096,"('7', '13', 'T')"
135,12,16,0.0,0.48905,"('6', '8', '11', '13')"
136,12,17,0.03487,0.07369,"('1', '6', '7', '10', '11', '13', '14', 'T')"
137,12,T,0.00582,0.27137,"('3', '7', '13', '15')"
138,13,14,0.01278,0.15688,"('4', '6', '9', '10', '12')"
139,13,15,0.0,0.39066,"('5', '7', '8', '9', '11', '17')"
140,13,16,0.0,0.48495,"('2', '10', '12', '15')"
