,pair_0,pair_1,min_dcor,p-value,condition
140,13,16,6e-05,0.57494,"('1', '4', '5', '6', '15')"
141,13,17,0.0003,0.23278,"('2', '7', '8', '9', '11', '12', '15', 'T')"
142,13,T,0.0,0.43146,"('1', '2', '6', '7', '11', '14', '17')"
143,14,15,0.00257,0.0425,"('2', '3', '7', '9', '11', '16', '17', 'T')"
144,14,16,0.0,0.46465,"('2', '5', '9', '10', '11', '13', '17', 'T')"
145,14,17,0.00169,0.06469,"('2', '3', '4', '5', '7', '8', '9', '10', '11', '12', '13', '15', '16', 'T')"
146,14,T,6e-05,0.34577,"('2', '3', '4', '7', '9', '10', '11', '15', '17')"
147,15,16,0.00444,0.0179,"('2', '3', '7', '9', '14', 'T')"
148,15,17,0.00044,0.19338,"('1', '2', '3', '7', '9', '11', '14', '16', 'T')"
149,15,T,0.00581,0.0121,"('2', '3', '7', '9', '11', '14', '16')"
150,16,17,0.00092,0.12229,"('2', '3', '5', '7', '9', '10', '12', '15', 'T')"
151,16,T,0.00066,0.15728,"('2', '3', '7', '9', '11', '12', '15')"
152,17,T,0.02093,0.0002,"('1', '2', '3', '7', '9', '10', '11', '12', '15', '16')"
