,pair_0,pair_1,min_dcor,p-value,condition
76,6,8,0.00018,0.57654,"('1', '4', '5', '7', '13', '15', 'T')"
77,6,9,0.0,0.46775,"('1', '5', '7', '13', '14')"
78,6,10,0.00025,0.34087,"('2', '12', '13', '15', '16', '17')"
79,6,11,0.00032,0.31957,"('T',)"
80,6,12,0.00107,0.23858,"('T',)"
81,6,13,0.0,0.44626,"('1', '2', '10', '16', 'T')"
82,6,14,0.0,0.46275,"('4', '5', '8', '9', '10', '13', '15', '16')"
83,6,15,4e-05,0.48475,"('1', '3', '5', '7', '8', '13', '14', 'T')"
84,6,16,0.00052,0.30717,"('2', '10', '11', '12', '17')"
85,6,17,0.00041,0.32327,"('1', '2', '10', '12', '16', 'T')"
86,6,T,0.00345,0.11829,"('2', '10', '11', '12', '16', '17')"
87,7,8,0.0,0.46295,"('1', '2', '5', '9', '10', '13', '17')"
88,7,9,0.06028,0.0001,"('1', '2', '3', '4', '5', '8', '10', '11', '13', '14')"
89,7,10,0.0,0.46555,"('2', '4', '5', '6', '9', '13', '14', '15', '16', '17')"
90,7,11,0.0,0.46855,"('1', '2', '4', '5', '9', '13', '15', '17')"
91,7,12,0.00323,0.13089,"('2', '5', '13', 'T')"
92,7,13,0.00127,0.22768,"('1', 'T')"
93,7,14,0.0,0.47695,"('4', '5', '6', '12', '13')"
94,7,15,0.0,0.46305,"('1', '9', '16', 'T')"
95,7,16,0.0,0.47995,"('1', '2', '6', '8', '9', '14', '17', 'T')"
96,7,17,0.00628,0.06629,"('1', '2', '3', '4', '5', '8', '9', '10', '11', '13', '16', 'T')"
97,7,T,0.00077,0.27597,"('1', '5', '9', '11', '12', '13', '15', '17')"
98,8,9,0.00564,0.08099,"('1', '2', '4', '5', '7', '10', '11', '13', '14')"
99,8,10,0.0,0.46415,"('1', '2', '7', '11', '13', '14', '17')"
100,8,11,0.0,0.45295,"('2', '5', '6', '9', '10', '12', '13', '14', '15', '17', 'T')"
101,8,12,0.00093,0.25397,"('2', '4', '5', '6', '7', '11', '13', 'T')"
102,8,13,0.0,0.45365,"('3', '5', '6', '7', '9', '14', '16', 'T')"
103,8,14,0.0015,0.21628,"('1', '2', '4', '5', '9', '15', '16', '17')"
104,8,15,0.00329,0.12759,"('1', '2', '5', '10', '11', '13', '14', 'T')"
105,8,16,0.0,0.46665,"('2', '3', '4', '10', '11', '12', '13', '14', 'T')"
106,8,17,0.04069,0.0005,"('1', '2', '3', '4', '5', '7', '13', '14', '16', 'T')"
107,8,T,0.00038,0.32647,"('1', '4', '5', '7', '10', '11', '12', '13', '15', '17')"
108,9,10,0.00057,0.29147,"('3', '7', '13', '14', '15')"
109,9,11,0.00204,0.17648,"('3', '4', '5', '7', '10', '15', 'T')"
110,9,12,4e-05,0.52745,"('1', '10', '14')"
111,9,13,0.0,0.45425,"('1', '3', '5', '7', '10', '12', '14', '17', 'T')"
112,9,14,0.01356,0.0201,"('4', '7', '8', '10', '16')"
113,9,15,0.00425,0.91741,"('7', '12')"
114,9,16,0.00187,0.79452,"('2', '13', '15', 'T')"
115,9,17,0.0,0.48355,"('2', '4', '5', '6', '7', 'T')"
116,9,T,0.0,0.46125,"('2', '12', '13', '15')"
117,10,11,0.0,0.44936,"('1', '4', '5', '12', '16', 'T')"
118,10,12,0.0076,0.9703,"('1', '14', '15')"
119,10,13,0.00055,0.28487,"('2', '7', '15', 'T')"
120,10,14,0.0,0.45045,"('1', '3', '9', '12', '15', '16', '17', 'T')"
121,10,15,0.00581,0.07969,"('2', '3', '5', '11', '13', '14', '17', 'T')"
122,10,16,0.0,0.45685,"('1', '2', '4', '5', '6', '7', '11', '12')"
123,10,17,0.00247,0.15548,"('2', '3', '7', '13', '14', '15', '16', 'T')"
124,10,T,0.0,0.45345,"('4', '5', '9', '13', '15', '16', '17')"
125,11,12,0.00028,0.33907,"('3', '4', '5', '6', '7', '16', 'T')"
126,11,13,0.00031,0.30867,"('1', '7', '15', '16', 'T')"
127,11,14,0.00555,0.9521,"('3', '6', '7', '12', 'T')"
128,11,15,0.00702,0.06799,"('1', '5', 'T')"
129,11,16,0.0,0.47215,"('1', '3', '4', '5', '6', '7', '10', '12', '15', '17', 'T')"
130,11,17,0.0,0.46635,"('1', '4', '5', '7', '8', '9', '12', '13', '14', '15')"
131,11,T,0.00737,0.05709,"('1', '3', '4', '5', '6', '7', '9', '12', '15', '17')"
132,12,13,0.00112,0.72723,"('1', '10', '15', '16')"
