,pair_0,pair_1,min_dcor,p-value,condition
123,10,17,0.00986,0.0253,"('1', '3', '6', '7', '8', '12', '13', '15')"
124,10,T,0.0,0.45505,"('2', '5', '11')"
125,11,12,0.01132,0.0276,"('1', '2', '5', '7', '9', '16', '17', 'T')"
126,11,13,0.0,0.44506,"('2', '4', '5', '6', '10', '12', '15', '17')"
127,11,14,0.00069,0.24238,"('1', 'T')"
128,11,15,0.00038,0.28117,"('2', '3', '7', '12', '14', 'T')"
129,11,16,0.00156,0.18188,"('1',)"
130,11,17,0.00597,0.05729,"('1', 'T')"
131,11,T,0.03453,0.003,"('2', '9', '12', '14', '16', '17')"
132,12,13,0.0,0.45335,"('1', '3', '4', '6', '10', '14', '16')"
133,12,14,0.0,0.44876,"('1', '2', '6', '8', '9', '10')"
134,12,15,0.0,0.44446,"('1', '2', '5', '6', '8', '9', '11', '14', 'T')"
135,12,16,0.0,0.46705,"('3', '4', '5', '6', '8', '9', '11', '13', '17')"
136,12,17,0.01378,0.0118,"('1', '2', '5', '6', '7', '8', '9', '10', '11', 'T')"
137,12,T,0.00779,0.0394,"('2', '6', '7', '9', '10', '11', '13', '17')"
138,13,14,0.0,0.44286,"('1', '4', '10', '12', '15')"
139,13,15,0.00063,0.67523,"('1', '4', '5', '9', '16', 'T')"
140,13,16,0.0,0.44526,"('1', '2')"
141,13,17,3e-05,0.42666,"('1', '2', '4', '6', '7', '8', '10', '12', 'T')"
142,13,T,0.00022,0.33187,"('6', '7', '11')"
143,14,15,0.00214,0.13859,"('2', '3', '6', '7', '10', '11', '17')"
144,14,16,0.00013,0.36786,"('1', '2', '6', '8', '11', '15', '17', 'T')"
145,14,17,0.00776,0.0421,"('2', '6', '8', '11', '12', '15', 'T')"
146,14,T,0.00151,0.17818,"('6', '11', '12', '15', '17')"
147,15,16,0.00012,0.55464,"('1', '5', '13')"
148,15,17,0.0,0.46675,"('2', '3', '4', '5', '6', '9', '10', '11', '12', '13', 'T')"
149,15,T,0.0,0.43276,"('1', '3', '4', '8', '12', '13', '17')"
150,16,17,0.0,0.47105,"('2', '3', '4', '5', '6', '9', '11', '15')"
151,16,T,0.0,0.45385,"('2', '4', '6', '7', '9', '10', '14', '15')"
152,17,T,0.00393,0.08949,"('2', '3', '6', '7', '8', '11', '12', '13', '14')"
