,pair_0,pair_1,min_dcor,p-value,condition
85,6,17,0.0,0.44976,"('2', '5', '9', '10', '12', '13', '14', '15', 'T')"
86,6,T,0.0,0.43826,"('4', '8', '9', '11', '12', '16', '17')"
87,7,8,0.0,0.47805,"('1', '3', '5', '6', '15', '17')"
88,7,9,0.05881,0.05459,"('2', '3', '4', '5', '10', '11', '16', '17', 'T')"
89,7,10,0.03829,0.10589,"('1', '2', '3', '4', '5', '9', 'T')"
90,7,11,0.00235,0.36256,"('2', '3', '4', '5', '9', '10', '13', '16', 'T')"
91,7,12,0.0,0.48055,"('1', '2', '4', '6', '10', '11', 'T')"
92,7,13,0.0,0.46965,"('2', '4', '9', '11', '12', '14', '17', 'T')"
93,7,14,0.0,0.46705,"('2', '4', '10', '11', '12', '15', 'T')"
94,7,15,0.00053,0.52635,"('3', '5', '6', '10', '11', '14', '16', 'T')"
95,7,16,0.0,0.45525,"('10', '13', '14', '15')"
96,7,17,0.0,0.48115,"('1', '2', '3', '4', '6', '8', '9', '11', '12', '13', '16', 'T')"
97,7,T,0.13397,0.0096,"('3', '5', '9', '10')"
98,8,9,0.01459,0.21268,"('1', '7', '10', '11', '14', '16', '17', 'T')"
99,8,10,0.0,0.48385,"('3', '4', '5', '6', '7', '15', '17', 'T')"
100,8,11,0.00785,0.27547,"('2', '4', '5', '7', '9', '10', '12', '13', '14', '16', '17', 'T')"
101,8,12,0.0,0.48745,"('3', '5', '6', '7', '9', '11', '14', '15', '16', '17', 'T')"
102,8,13,5e-05,0.49105,"('1', '9', '11')"
103,8,14,0.0051,0.30537,"('1', '2', '4', '6', '10', '11', '12', '16', '17')"
104,8,15,0.0,0.44786,"('2', '3', '9', '10', '11', '14', '16')"
105,8,16,0.01096,0.24568,"('1', '6', '9', '11', '13', '17')"
106,8,17,0.20709,0.0015,"('1', '5', '9', '10', '11', '13', '14', '16')"
107,8,T,0.0,0.46065,"('1', '3', '6', '7', '11', '12', '13', '14', '15')"
108,9,10,0.0,0.48215,"('2', '4', '5', '6', '11', '14', '16', '17')"
109,9,11,0.0,0.48075,"('2', '3', '4', '5', '6', '7', '8', '10', '12', '13', '16')"
110,9,12,0.0,0.49995,"('4', '5', '6', '7', '8', '13', '15', 'T')"
111,9,13,0.0097,0.73153,"('1', '8', '10', '11', '15', '16', 'T')"
112,9,14,0.0,0.48365,"('2', '3', '6', '8', '11', '12', '13')"
113,9,15,2e-05,0.44746,"('1', '12', 'T')"
114,9,16,0.00202,0.36266,"('1', '6', '8', '11', '17', 'T')"
115,9,17,0.07247,0.0389,"('2', '3', '7', '8', '10', '13', '16', 'T')"
116,9,T,0.01577,0.20048,"('7',)"
117,10,11,0.0,0.46405,"('2', '5', '7', '13', '16', 'T')"
118,10,12,0.0,0.46975,"('4', '5', '6', '7', '13', '16', 'T')"
119,10,13,0.0,0.39726,"('1', '2', '3', '5', '7', '8', '15', '16', '17')"
120,10,14,0.0,0.46125,"('1', '4', '5', '6', '9', '13')"
121,10,15,0.0,0.45805,"('2', '3', '4', '5', '6', '7', '11', '13', '14', '16')"
122,10,16,0.0,0.45365,"('2', '5', '13', '15', 'T')"
123,10,17,0.00013,0.44986,"('1', '2', '3', '4', '5', '7', '8', '9', '13', 'T')"
124,10,T,0.0,0.47335,"('7', '13')"
125,11,12,0.0,0.48355,"('2', '3', '8', '13', '14', '15')"
126,11,13,0.0,0.44916,"('8', '14', '16')"
127,11,14,0.0,0.46595,"('1', '2', '4', '5', '6', '8', '9', '10', '13', '16', 'T')"
128,11,15,0.00023,0.49175,"('2', '5', '6', '7', '10', '13', '16', 'T')"
129,11,16,0.00227,0.35036,"('2', '6', '8', '9', '12', '13', 'T')"
130,11,17,0.0,0.49015,"('4', '5', '6', '8', '10', '12', '13', '14', '15', '16', 'T')"
131,11,T,0.00462,0.31437,"('2', '7', '10', '16')"
132,12,13,0.0,0.44666,"('2', '3', '7', '8', '10', '15', 'T')"
133,12,14,0.0225,0.16118,"('1', '7', '11', '15', '16')"
134,12,15,0.09719,0.0297,"('5', '6', '7', '13', '16', 'T')"
135,12,16,0.0,0.48195,"('1', '3', '4', '6', '15', '17', 'T')"
136,12,17,0.0,0.49075,"('1', '9', '11', '13', '14', '15', '16')"
137,12,T,0.00175,0.59284,"('5', '7', '13')"
138,13,14,0.0,0.42026,"('4', '7', '9', '10', '15', '16', '17', 'T')"
139,13,15,0.0,0.41756,"('1', '5', '6', '9', '10', '11', '16', 'T')"
140,13,16,0.00037,0.50525,"('1', '9', '11')"
