,pair_0,pair_1,min_dcor,p-value,condition
27,2,13,0.00028,0.06389,"('1', '3', '4', '5', '6', '7', '9', '10', '11', '12', '15', '16', '17', 'T')"
28,2,14,0.00011,0.15418,"('1', '3', '4', '5', '6', '7', '8', '9', '11', '12', '13', '15', '16', '17', 'T')"
29,2,15,0.0005,0.0278,"('1', '3', '4', '5', '7', '9', '11', '12', '13', '14', '17', 'T')"
30,2,16,0.00197,0.0005,"('1', '3', '4', '5', '6', '7', '9', '11', '12', '13', '14', '17', 'T')"
31,2,17,0.00417,0.0001,"('1', '3', '4', '6', '7', '8', '9', '10', '11', '12', '13', '14', '16', 'T')"
32,2,T,7e-05,0.20148,"('1', '3', '4', '5', '6', '7', '8', '9', '11', '12', '13', '15', '16', '17')"
33,3,4,0.02853,0.0001,"('1', '2', '5', '7', '9', '10', '11', '12', '13', '14', '15', '16', '17', 'T')"
34,3,5,0.00043,0.0333,"('1', '2', '4', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', 'T')"
35,3,6,0.0003,0.05609,"('1', '2', '4', '5', '7', '9', '10', '11', '12', '13', '14', '16', '17', 'T')"
36,3,7,0.00089,0.005,"('1', '2', '4', '5', '9', '11', '12', '13', '15', '16', '17', 'T')"
37,3,8,0.0,0.47415,"('1', '2', '4', '5', '11', '12', '17')"
38,3,9,0.00241,0.0001,"('1', '2', '4', '7', '10', '11', '12', '13', '14', '15', '16', '17', 'T')"
39,3,10,0.00088,0.0081,"('1', '2', '4', '7', '9', '11', '12', '13', '15', '16', '17', 'T')"
40,3,11,0.00256,0.0001,"('1', '2', '4', '5', '7', '9', '10', '12', '13', '14', '15', '16', '17', 'T')"
41,3,12,0.00179,0.0006,"('1', '2', '4', '5', '7', '9', '10', '11', '13', '15', '16', '17', 'T')"
42,3,13,5e-05,0.23748,"('1', '2', '4', '5', '7', '9', '10', '11', '12', '15', '16', '17', 'T')"
43,3,14,0.00047,0.0266,"('1', '2', '4', '5', '7', '9', '11', '12', '13', '15', '16', '17', 'T')"
44,3,15,0.00304,0.0002,"('1', '2', '4', '5', '7', '9', '10', '11', '12', '13', '14', '17', 'T')"
45,3,16,0.00586,0.0001,"('1', '2', '4', '5', '7', '9', '11', '12', '13', '14', '17', 'T')"
46,3,17,0.00815,0.0001,"('1', '2', '4', '7', '9', '10', '11', '12', '13', '14', '16', 'T')"
47,3,T,0.00835,0.0001,"('1', '2', '4', '5', '7', '11', '12', '13', '15', '16', '17')"
48,4,5,0.01081,0.0001,"('1', '2', '3', '7', '8', '9', '11', '13', '14', '16', '17', 'T')"
49,4,6,0.00274,0.0001,"('1', '2', '3', '5', '7', '9', '11', '13', '14', '16', '17', 'T')"
50,4,7,0.0058,0.0001,"('1', '2', '3', '5', '9', '11', '12', '13', '14', '16', '17', 'T')"
51,4,8,0.02118,0.0001,"('1', '2', '3', '5', '7', '9', '11', '12', '13', '14', '16', '17', 'T')"
52,4,9,0.01089,0.0001,"('1', '2', '3', '5', '7', '10', '11', '12', '13', '14', '16', '17')"
53,4,10,0.0,0.41066,"('1', '2', '3', '5', '7', '9', '11', '13', '16', '17')"
54,4,11,0.00556,0.0001,"('1', '2', '3', '5', '6', '7', '8', '9', '10', '12', '13', '14', '16', '17', 'T')"
55,4,12,0.00062,0.0138,"('1', '2', '3', '5', '7', '9', '11', '13', '14', '16', '17', 'T')"
56,4,13,0.00133,0.002,"('1', '2', '3', '5', '7', '9', '10', '11', '12', '14', '15', '16', '17', 'T')"
57,4,14,0.00677,0.0001,"('1', '2', '3', '5', '7', '8', '9', '11', '12', '13', '15', '16', '17', 'T')"
58,4,15,0.0,0.46115,"('2', '3', '5', '7', '10', '11', '13', '14', '16', '17', 'T')"
59,4,16,0.02046,0.0001,"('1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '17', 'T')"
60,4,17,0.02584,0.0001,"('1', '2', '3', '5', '7', '8', '9', '10', '11', '12', '13', '14', '16', 'T')"
61,4,T,0.00035,0.0443,"('1', '2', '3', '5', '7', '8', '9', '11', '12', '13', '14', '15', '16', '17')"
62,5,6,0.0,0.46235,"('1', '2', '3', '4', '8', '10', '12', '14', '16', '17')"
63,5,7,7e-05,0.19538,"('1', '2', '3', '4', '8', '9', '11', '12', '13', '14', '16', '17', 'T')"
64,5,8,0.02407,0.0001,"('1', '2', '4', '7', '11', '12', '13', '14', '16', '17', 'T')"
65,5,9,0.0,0.46335,"('1', '4', '7', '8', '10', '11', '13', '16', 'T')"
66,5,10,0.0,0.44166,"('2', '4', '9', '11', '13', '14', '15', '17', 'T')"
67,5,11,1e-05,0.37406,"('1', '2', '3', '4', '7', '8', '10', '12', '13', '14', '16', 'T')"
68,5,12,6e-05,0.21888,"('1', '2', '3', '4', '7', '8', '11', '13', '14', '16', '17', 'T')"
69,5,13,0.0,0.37116,"('1', '2', '3', '4', '7', '8', '10', '11', '12', '14', '15', '16', 'T')"
70,5,14,0.00202,0.0021,"('1', '2', '3', '4', '7', '8', '11', '13', '15', '16', '17', 'T')"
71,5,15,0.0,0.43186,"('1', '2', '3', '4', '7', '8', '9', '11', '12', '13', '14', '17')"
72,5,16,0.00098,0.0066,"('1', '2', '3', '4', '7', '8', '11', '12', '13', '14', 'T')"
73,5,17,0.0,0.47165,"('1', '2', '3', '4', '7', '8', '10', '11', '12', '13', '14', '16', 'T')"
74,5,T,4e-05,0.24018,"('1', '3', '4', '7', '8', '11', '12', '13', '14', '15', '16')"
75,6,7,0.00047,0.0319,"('1', '2', '3', '4', '9', '11', '12', '13', '14', '16', '17', 'T')"
76,6,8,0.0,0.46665,"('2', '4', '5', '7', '11', '12', '14', '16', '17', 'T')"
77,6,9,0.00014,0.12109,"('1', '2', '3', '4', '7', '10', '11', '12', '13', '14', '16', '17', 'T')"
78,6,10,3e-05,0.27537,"('2', '3', '4', '7', '9', '11', '13', '16', '17', 'T')"
79,6,11,0.00054,0.0287,"('1', '2', '3', '4', '7', '9', '12', '13', '14', '16', '17', 'T')"
80,6,12,0.0,0.45845,"('2', '3', '4', '7', '9', '11', '17', 'T')"
81,6,13,3e-05,0.24778,"('1', '2', '4', '7', '10', '11', '12', '14', '15', '16', '17', 'T')"
82,6,14,0.00039,0.046,"('1', '2', '3', '4', '5', '7', '9', '11', '13', '16', '17', 'T')"
83,6,15,0.0,0.43486,"('1', '2', '3', '5', '9', 'T')"
84,6,16,0.0017,0.0016,"('1', '2', '3', '4', '5', '7', '11', '13', '14', '17', 'T')"
85,6,17,0.00244,0.0003,"('1', '2', '3', '4', '7', '9', '10', '11', '12', '13', '14', '16', 'T')"
86,6,T,0.00068,0.0151,"('1', '2', '3', '4', '5', '7', '11', '12', '13', '15', '16', '17')"
87,7,8,0.00038,0.041,"('1', '2', '4', '5', '9', '11', '12', '13', '16', '17', 'T')"
88,7,9,0.01875,0.0001,"('1', '2', '3', '4', '10', '11', '12', '13', '14', '16', '17', 'T')"
89,7,10,4e-05,0.24598,"('2', '3', '9', '12', '13', '16', '17', 'T')"
90,7,11,0.0007,0.0145,"('1', '2', '3', '4', '5', '9', '12', '13', '16', '17', 'T')"
