,pair_0,pair_1,min_dcor,p-value,condition
97,7,T,0.00066,0.20308,"('1', '2', '3', '5', '9', '11', '12')"
98,8,9,0.0,0.47025,"('1', '2', '5', '6', '7', '11', '12', '14', '16', '17', 'T')"
99,8,10,0.0,0.45095,"('1', '3', '4', '5', '6', '15', '16', '17')"
100,8,11,0.0058,0.0184,"('1', '2', '5', '7', '12', '13', '16', 'T')"
101,8,12,0.00183,0.10419,"('1', '2', '5', '7', '11', '16', '17', 'T')"
102,8,13,0.0,0.43886,"('1', '5', '7', '11', '12')"
103,8,14,0.0,0.45485,"('3', '4', '5', '6', '7', '9', '10', '12', '13', '15', '16', '17')"
104,8,15,0.0,0.44816,"('3', '5', '10', '16')"
105,8,16,0.00153,0.11899,"('1', '2', '3', '5', '11', '12', '17', 'T')"
106,8,17,0.02524,0.0003,"('1', '2', '5', '7', '11', '16')"
107,8,T,0.00024,0.29037,"('1', '2', '3', '5', '7', '11', '12', '16')"
108,9,10,0.00348,0.0456,"('2', '7', '11', '17')"
109,9,11,0.00086,0.17598,"('1', '2', '7', '10', '12', 'T')"
110,9,12,0.00038,0.25727,"('2', '5', '7', '10', '11', '14', '16', '17', 'T')"
111,9,13,0.0,0.46375,"('12', '14', '17', 'T')"
112,9,14,0.00115,0.13939,"('2', '7', 'T')"
113,9,15,2e-05,0.40996,"('1', '2', '7', '11', '12', '14')"
114,9,16,0.0,0.48765,"('2', '4', '8', '13', '14', 'T')"
115,9,17,0.00771,0.0083,"('1', '2', '7', '10', '11')"
116,9,T,0.0,0.45605,"('2', '3', '5', '7', '10', '11', '12')"
117,10,11,2e-05,0.40076,"('1', '7', '9', '12', '13', '16', '17', 'T')"
118,10,12,0.0,0.47015,"('7', '11', '16', '17', 'T')"
119,10,13,8e-05,0.32307,"('7', '11', '12', '17')"
120,10,14,0.0,0.42546,"('1', '2', '3', '4', '5', '6', '7', '8', '17')"
121,10,15,0.00029,0.66863,"('3', '6', '7', '8', '13', '16')"
122,10,16,0.00018,0.31167,"('1', '11', '12', '17', 'T')"
123,10,17,0.03878,0.0001,"('1', '2', '7', '9', '11', '12', '13', '16')"
124,10,T,0.0,0.45025,"('1', '2', '5', '9', '11', '16')"
125,11,12,0.03422,0.0001,"('1', '5', '7', '14', '16', '17', 'T')"
126,11,13,0.00011,0.32817,"('1', '7', '12', 'T')"
127,11,14,0.00277,0.06409,"('1', '2', '5', '7', '12', 'T')"
128,11,15,0.00036,0.25267,"('1', '2', '12', '13', 'T')"
129,11,16,0.00708,0.0099,"('1', '2', '12', 'T')"
130,11,17,0.01215,0.0019,"('1', '2', '5', '7', '10', '12', '13', '16', 'T')"
131,11,T,0.02895,0.0002,"('1', '2', '3', '5', '7', '12', '13', '16')"
132,12,13,0.00453,0.034,"('1', '5', '7', '11', '15', '17', 'T')"
133,12,14,0.00198,0.08879,"('1', '2', '5', '7', '11', '16', 'T')"
134,12,15,0.00165,0.11109,"('1', '2', '11', '14', 'T')"
135,12,16,0.00635,0.0104,"('1', '11', 'T')"
136,12,17,0.01443,0.0006,"('1', '5', '7', '10', '11', '16', 'T')"
137,12,T,0.0183,0.0005,"('3', '5', '7', '11', '16')"
138,13,14,0.0,0.43096,"('3', '5', '10', '11', '12')"
139,13,15,0.0004,0.21048,"('1', '11', '12')"
140,13,16,1e-05,0.50075,"('2',)"
141,13,17,0.00092,0.16138,"('1', '7', '10', '11', '12')"
142,13,T,0.0,0.43656,"('2', '4', '5', '6', '7', '8', '10', '11', '12', '16', '17')"
143,14,15,0.00113,0.13469,"('1', '2', '11', '12')"
144,14,16,0.0,0.46375,"('1', '2', '7', '8', '9', '10', '12', '13', '15', '17', 'T')"
145,14,17,0.0,0.45895,"('1', '2', '3', '5', '7', '12', '13')"
146,14,T,0.0,0.44846,"('2', '3', '5', '7', '11', '12', '16')"
147,15,16,0.00012,0.59604,"('3', '10')"
148,15,17,0.00016,0.30477,"('1', '2', '11', '12')"
149,15,T,0.0,0.42666,"('1', '2', '11', '12', '14', '16')"
150,16,17,0.00131,0.13429,"('1', '2', '3', '10', '11', '12', 'T')"
151,16,T,0.00044,0.24888,"('1', '2', '3', '11', '12')"
152,17,T,1e-05,0.43676,"('1', '2', '3', '5', '7', '10', '11', '12', '16')"
