,pair_0,pair_1,min_dcor,p-value,condition
131,11,T,0.00352,0.07009,"('2', '3', '4', '5', '6', '7', '8', '9', '10', '12', '13', '15', '16', '17')"
132,12,13,1e-05,0.47135,"('1', '2', '5', '10', '15', '16')"
133,12,14,2e-05,0.50985,"('13', '15', '16')"
134,12,15,0.00312,0.08349,"('7', '9', '10', '11', 'T')"
135,12,16,1e-05,0.44056,"('9', '11', '15', '17')"
136,12,17,0.02183,0.0007,"('1', '2', '9', '10', '11', '15', '16', 'T')"
137,12,T,0.00031,0.29407,"('2', '3', '9', '10', '11', '13', '15', '17')"
138,13,14,0.00055,0.22228,"('3', '6', '7', '8', 'T')"
139,13,15,0.0013,0.86521,"('1', '5', '8', '16')"
140,13,16,7e-05,0.53505,"('1', '2', '5', '9', '15')"
141,13,17,0.0,0.45565,"('2', '5', '7', '9', '14', '15', '16')"
142,13,T,0.00179,0.12579,"('3', '6', '7', '8', '9', '14')"
143,14,15,0.0,0.44766,"('4', '6', '7', '9', '10', '17')"
144,14,16,9e-05,0.56224,"('7', '10', '13', '15')"
145,14,17,0.00332,0.07449,"('1', '2', '3', '5', '7', '8', '9', '10', '11', '13', '15', 'T')"
146,14,T,1e-05,0.42966,"('2', '3', '4', '7', '8', '9', '10', '11', '13', '15', '17')"
147,15,16,0.0005,0.71143,"('1', '2', '5', '13')"
148,15,17,0.0,0.47595,"('4', '6', '8', '10', '13', '16', 'T')"
149,15,T,0.0,0.44896,"('2', '5', '7', '9', '11', '12', '13')"
150,16,17,1e-05,0.44926,"('1', '9', '11')"
151,16,T,0.0,0.46695,"('2', '3', '4', '6', '14', '15')"
152,17,T,0.0013,0.16658,"('1', '2', '7', '9', '10', '11')"
